14,"Aciclovirum","Virolex, maść do oczu, 30 mg/g","4,5 g",5909990273317,40909,"2 lata","115.1, Leki przeciwwirusowe do stosowania do oczu - acyklowir ",32.18,34.43,40.83,32.39,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,24.64
15,"Aciclovirum","Viru-POS, maść do oczu, 30 mg/g","4,5 g",5909990053049,40909,"2 lata","115.1, Leki przeciwwirusowe do stosowania do oczu - acyklowir ",24.3,26,32.39,32.39,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,16.2
16,"Acidum alendronicum","Alenato, tabl. , 10 mg","30 tabl.",5909990919017,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",10.8,11.56,15.28,14.98,"Osteoporoza",,0.3,4.79
17,"Acidum alendronicum","Alendran 70, tabl. , 70 mg","4 tabl.",5909990072156,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",10.8,11.56,15.14,13.98,"Osteoporoza",,0.3,5.35
18,"Acidum alendronicum","Alendrogen, tabl. , 70 mg","4 tabl. ",5909990623112,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",9.72,10.4,13.98,13.98,"Osteoporoza",,0.3,4.19
19,"Acidum alendronicum","Alendronat - ratiopharm 70, tabl. , 70 mg","12 tabl. (3 blist.po 4 szt.)",5909990566303,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",43.72,46.78,53.95,41.94,"Osteoporoza",,0.3,24.59
20,"Acidum alendronicum","Alendronat Bluefish, tabl., 70 mg","4szt.",5909990737673,41153,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",7.88,8.43,12.01,12.01,"Osteoporoza",,0.3,3.6
21,"Acidum alendronicum","Alendronate Arrow, tabl. , 70 mg","4 tabl.",5909990693726,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",9.72,10.4,13.98,13.98,"Osteoporoza",,0.3,4.19
22,"Acidum alendronicum","Alendronat-ratiopharm 70, tabl. , 70 mg","4 tabl.",5909990566297,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",15.34,16.41,19.99,13.98,"Osteoporoza",,0.3,10.2
23,"Acidum alendronicum","Alendronatum 123ratio, Alendronatum Farmacom, tabl. , 70 mg","4 tabl. (blist.)",5909990036653,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",8.64,9.24,12.82,12.82,"Osteoporoza",,0.3,3.85
24,"Acidum alendronicum","Ostemax 70 comfort, tabl. , 70 mg","4 tabl. (blist.)",5909991081713,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",22.68,24.27,27.85,13.98,"Osteoporoza",,0.3,18.06
25,"Acidum alendronicum","Ostenil 70, tabl. , 70 mg","4 tabl. (blist. w pudełku)",5909991087418,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",19.02,20.35,23.93,13.98,"Osteoporoza",,0.3,14.14
26,"Acidum alendronicum","Ostenil 70, tabl. , 70 mg","6 tabl. (blist. w pudełku)",5909991087425,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",27.95,29.91,34.52,20.97,"Osteoporoza",,0.3,19.84
27,"Acidum alendronicum","Ostolek, tabl. powl., 70 mg","4 tabl. (blist.)",5909991032517,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",17.77,19.01,22.59,13.98,"Osteoporoza",,0.3,12.8
28,"Acidum alendronicum","Sedron 70, tabl. powl., 70 mg","4 tabl. (blist.)",5909990039692,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",10.78,11.53,15.11,13.98,"Osteoporoza",,0.3,5.32
29,"Acidum alendronicum","Sedron 70 , tabl. powl., 70 mg","12 tabl. (3 blist.po 4 szt.)",5909990039708,40909,"2 lata","147.0, Leki stosowane w chorobach kości - bisfosfoniany doustne - kwas alendronowy i ryzendronowy",30.62,32.76,39.94,39.94,"Osteoporoza",,0.3,11.98
30,"Acidum folicum","Acidum Folicum Richter, tabl. , 5 mg","30 tabl.",5909990109210,"2012-01-01 – dla kolumny M, 2012-05-01 – dla kolumny N","2 lata","27.0, Kwas foliowy i pochodne - kwas foliowy",1.57,1.68,1.97,1,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","U chorych przyjmujących metotreksat w schorzeniach reumatycznych - zgodnie z zaleceniami EULAR i polskimi","ryczałt",1.97
31,"Acidum folicum","Acidum Folicum Richter, tabl. , 15 mg","30 tabl.",5909990109319,"2012-01-01 – dla kolumny M, 2012-05-01 – dla kolumny N","2 lata","27.0, Kwas foliowy i pochodne - kwas foliowy",2,2.14,2.99,2.99,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","U chorych przyjmujących metotreksat w schorzeniach reumatycznych - zgodnie z zaleceniami EULAR i polskimi","ryczałt",2.99
32,"Acidum folicum","Folacid , tabl. , 5 mg","30 tabl. (1 blist.po 30 szt.)",5909990960811,"2012-01-01 – dla kolumny M, 2012-05-01 – dla kolumny N","2 lata","27.0, Kwas foliowy i pochodne - kwas foliowy",1.57,1.68,1.97,1,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","U chorych przyjmujących metotreksat w schorzeniach reumatycznych - zgodnie z zaleceniami EULAR i polskimi","ryczałt",1.97
33,"Acidum folicum","Folacid , tabl. , 15 mg","30 tabl. (1 blist.po 30 szt.)",5909990960910,"2012-01-01 – dla kolumny M, 2012-05-01 – dla kolumny N","2 lata","27.0, Kwas foliowy i pochodne - kwas foliowy",2.01,2.15,3,2.99,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","U chorych przyjmujących metotreksat w schorzeniach reumatycznych - zgodnie z zaleceniami EULAR i polskimi","ryczałt",3
34,"Acidum mycophenolicum","Myfortic, tabl. , 360 mg","120 tabl.",5909990219209,"2012-01-01 – dla kolumny M, 2012-03-01/2012-07-01 – dla kolumny N","2 lata","134.0, Leki przeciwnowotworowe i immunomodulujace - leki immunosupresyjne - kwas mykofenolowy i jego pochodne",821.66,879.18,912.64,889.13,"Stan po przeszczepie narządu unaczynionego bądź szpiku","Stan po przeszczepie narządu unaczynionego bądź szpiku - u dzieci do 18 roku życia; Stan po przeszczepie kończyny, rogówki, tkanek lub komórek","ryczałt",26.71
35,"Acidum mycophenolicum","Myfortic, tabl. , 180 mg","120 tabl.",5909990219797,"2012-01-01 – dla kolumny M, 2012-03-01/2012-07-01 – dla kolumny N","2 lata","134.0, Leki przeciwnowotworowe i immunomodulujace - leki immunosupresyjne - kwas mykofenolowy i jego pochodne",397.87,425.72,448.7,444.56,"Stan po przeszczepie narządu unaczynionego bądź szpiku","Stan po przeszczepie narządu unaczynionego bądź szpiku - u dzieci do 18 roku życia; Stan po przeszczepie kończyny, rogówki, tkanek lub komórek","ryczałt",7.34
36,"Acidum pamidronicum","Pamidronat medac, koncentrat do sporządzania roztworu do infuzji, 3 mg/ml","1 fiol.a 5 ml",5909990587810,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",60.62,64.86,76.64,76.62,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",3.22
37,"Acidum pamidronicum","Pamidronat medac, koncentrat do sporządzania roztworu do infuzji, 3 mg/ml","1 fiol.a 10 ml",5909990587841,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",128.5,137.5,153.27,153.24,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",3.23
38,"Acidum pamidronicum","Pamidronat medac, koncentrat do sporządzania roztworu do infuzji, 3 mg/ml","1 fiol.a 20 ml",5909990587872,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",267.98,286.74,306.51,306.49,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",3.22
39,"Acidum pamidronicum","Pamidronat medac, koncentrat do sporządzania roztworu do infuzji, 3 mg/ml","1 fiol.a 30 ml",5909990587902,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",407.78,436.32,459.73,459.73,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",3.2
40,"Acidum pamidronicum","Pamifos-30, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 30 mg","2 fiol.s.subs. (+2 rozp.szkło)",5909990661671,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",273.6,292.75,312.52,306.49,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",9.23
41,"Acidum pamidronicum","Pamifos-60, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 60 mg","1 fiol.s.subs.a 10 ml (+ rozp.szkło)",5909990661688,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",273.6,292.75,312.52,306.49,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",9.23
42,"Acidum pamidronicum","Pamifos-90, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 90 mg","1 fiol.s.subs.a 10 ml (+ rozp.szkło)",5909990661695,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",410.4,439.13,462.54,459.73,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",6.01
43,"Acidum pamidronicum","Pamitor, koncentrat do sporządzania roztworu do infuzji, 15 mg/ml","1 amp.a 2 ml (PE)",5909991012649,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",135,144.45,160.22,153.24,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",10.18
44,"Acidum pamidronicum","Pamitor, koncentrat do sporządzania roztworu do infuzji, 15 mg/ml","1 amp.a 4 ml (PE)",5909991012663,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",270,288.9,308.67,306.49,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",5.38
45,"Acidum pamidronicum","Pamitor, koncentrat do sporządzania roztworu do infuzji, 15 mg/ml","1 amp.a 6 ml (PE)",5909991012687,40909,"2 lata","146.2, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas pamidronowy",406.08,434.51,457.91,457.91,"Nowotwory złośliwe - Przerzuty osteolityczne w chorobach nowotworowych",,"ryczałt",3.2
46,"Acidum tranexamicum","Exacyl, tabl. powl., 500 mg","20 tabl. (2 blist.po 10 szt.)",5909990035915,40909,"2 lata","24.2, Leki antyfibrynolityczne - kwas traneksamowy do stosowania doustnego - postacie stałe",10.8,11.56,15.37,15.37,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,7.69
47,"Acidum tranexamicum","Exacyl, roztwór doustny , 1 g/10ml","5 amp.a 10 ml",5909990036011,40909,"2 lata","24.3, Leki antyfibrynolityczne - kwas traneksamowy do stosowania doustnego - postacie płynne",10.09,10.8,14.46,14.46,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,7.23
48,"Acidum tranexamicum","Exacyl, roztwór do wstrzykiwań, 100 mg/ml","5 amp.a 5 ml",5909990306916,40909,"2 lata","24.1, Leki antyfibrynolityczne - kwas traneksamowy do stosowania pozajelitowego",7.72,8.26,11.18,10.96,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,5.7
49,"Acidum tranexamicum","Exacyl, roztwór do wstrzykiwań, 100 mg/ml","5 amp.a 5 ml",5909990309313,40909,"2 lata","24.1, Leki antyfibrynolityczne - kwas traneksamowy do stosowania pozajelitowego",7.52,8.05,10.96,10.96,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji",,0.5,5.48
50,"Acidum valproicum","Convulex , kaps. miękkie, 500 mg","100 kaps. (10 blist.po 10 szt.)",5909990023813,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",35.87,38.38,46.52,46.52,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",0
51,"Acidum valproicum","Convulex , kaps. miękkie, 500 mg","100 kaps. (10 blist.po 10 szt.)",5909990023813,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",35.87,38.38,46.52,46.52,"Padaczka",,"ryczałt",3.56
52,"Acidum valproicum","Convulex 150, kaps. miękkie, 150 mg","100 kaps.",5909990244317,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",14.52,15.54,19.29,14.21,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",5.08
53,"Acidum valproicum","Convulex 150, kaps. miękkie, 150 mg","100 kaps.",5909990244317,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",14.52,15.54,19.29,14.21,"Padaczka",,"ryczałt",8.28
54,"Acidum valproicum","Convulex 300, kaps. miękkie, 300 mg","100 kaps.",5909990244416,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",21.06,22.53,28.41,28.41,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",0
55,"Acidum valproicum","Convulex 300, kaps. miękkie, 300 mg","100 kaps.",5909990244416,40909,"2 lata","161.1, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o normalnym uwalnianiu",21.06,22.53,28.41,28.41,"Padaczka",,"ryczałt",3.2
56,"Acidum valproicum + Natrii valproas","Depakine Chrono 300, tabl. powl. o przedłużonym uwalnianiu, 200+87 mg","30 tabl. (blist.)",5909990694327,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",12.96,13.87,17.65,14.63,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",3.02
57,"Acidum valproicum + Natrii valproas","Depakine Chrono 300, tabl. powl. o przedłużonym uwalnianiu, 200+87 mg","30 tabl. (blist.)",5909990694327,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",12.96,13.87,17.65,14.63,"Padaczka",,"ryczałt",6.22
58,"Acidum valproicum + Natrii valproas","Depakine Chrono 500, tabl. powl. o przedłużonym uwalnianiu, 333+145 mg","30 tabl. (3 blist.po 10 szt.)",5909990694426,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",17.82,19.07,24.39,24.39,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",0
59,"Acidum valproicum + Natrii valproas","Depakine Chrono 500, tabl. powl. o przedłużonym uwalnianiu, 333+145 mg","30 tabl. (3 blist.po 10 szt.)",5909990694426,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",17.82,19.07,24.39,24.39,"Padaczka",,"ryczałt",3.2
60,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 100, granulat o przedłużonym uwalnianiu, 66,66+29,03 mg","30 sasz.po 303 mg",5909990425693,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",5.02,5.37,6.89,4.88,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",2.01
61,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 100, granulat o przedłużonym uwalnianiu, 66,66+29,03 mg","30 sasz.po 303 mg",5909990425693,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",5.02,5.37,6.89,4.88,"Padaczka",,"ryczałt",5.21
62,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 1000, granulat o przedłużonym uwalnianiu, 666,60+290,27 mg","30 sasz.po 3030 mg",5909990425754,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",42.23,45.19,53.41,48.78,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",4.63
63,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 1000, granulat o przedłużonym uwalnianiu, 666,60+290,27 mg","30 sasz.po 3030 mg",5909990425754,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",42.23,45.19,53.41,48.78,"Padaczka",,"ryczałt",7.83
64,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 250 , granulat o przedłużonym uwalnianiu, 166,76+72,61 mg","30 sasz.po 758 mg",5909990425709,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",12.56,13.44,16.8,12.2,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",4.6
65,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 250 , granulat o przedłużonym uwalnianiu, 166,76+72,61 mg","30 sasz.po 758 mg",5909990425709,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",12.56,13.44,16.8,12.2,"Padaczka",,"ryczałt",7.8
66,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 500, granulat o przedłużonym uwalnianiu, 333,30+145,14 mg","30 sasz.po 1515 mg",5909990425730,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",21.11,22.59,27.91,24.39,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",3.52
67,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 500, granulat o przedłużonym uwalnianiu, 333,30+145,14 mg","30 sasz.po 1515 mg",5909990425730,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",21.11,22.59,27.91,24.39,"Padaczka",,"ryczałt",6.72
68,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 750, granulat o przedłużonym uwalnianiu, 500,06+217,75 mg","30 sasz.po 2273 mg",5909990425747,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",31.67,33.89,40.68,36.59,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",4.09
69,"Acidum valproicum + Natrii valproas","Depakine Chronosphere 750, granulat o przedłużonym uwalnianiu, 500,06+217,75 mg","30 sasz.po 2273 mg",5909990425747,40909,"2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",31.67,33.89,40.68,36.59,"Padaczka",,"ryczałt",7.29
70,"Acidum valproicum + Natrii valproas","ValproLEK 300, tabl. powl. o przedłużonym uwalnianiu, 0,2+0,087 g","30 tabl. (3 blist.po 10 szt.)",5909990619658,"2012-01-01/2012-03-01","2 lata","161.2, Leki przeciwpadaczkowe do stosowania doustnego - kwas walproinowy i jego sole - postacie farmaceutyczne o przedłużonym uwalnianiu",9.72,10.4,14.19,14.19,"Choroby psychiczne lub upośledzenia umysłowe",,"bezpłatny",0
